Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A732541,*Ava,08/09/2016 02:54:00 PM,08/09/2016 02:54:00 PM,S Ih 35 And E Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Carolina Dog Mix,Tan,*Ava,12/07/2016 02:39:00 PM,12/07/2016 02:39:00 PM,12/09/2015,Dog,Spayed Female,11 months,Carolina Dog Mix,Tan,0.0
A684102,,07/19/2014 01:53:00 PM,07/19/2014 01:53:00 PM,2703 E 4Th St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby/White,,07/19/2014 04:11:00 PM,07/19/2014 04:11:00 PM,06/19/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
A710332,Cleo,08/21/2015 04:13:00 PM,08/21/2015 04:13:00 PM,4511 Lucksinger Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Cleo,09/19/2015 01:26:00 PM,09/19/2015 01:26:00 PM,07/06/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A730385,*Zoey,07/03/2016 02:48:00 PM,07/03/2016 02:48:00 PM,5901 Idlewood Cv in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,*Zoey,07/10/2016 06:55:00 PM,07/10/2016 06:55:00 PM,07/03/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A700114,Live,12/02/2016 10:08:00 AM,12/02/2016 10:08:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 years,Russian Blue Mix,Blue/White,Live,12/14/2016 03:25:00 PM,12/14/2016 03:25:00 PM,10/08/2013,Cat,Spayed Female,3 years,Russian Blue Mix,Blue/White,0.0
A797429,*Pozole,08/01/2019 04:54:00 PM,08/01/2019 04:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby,*Pozole,08/15/2019 12:16:00 PM,08/15/2019 12:16:00 PM,04/28/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby,0.0
A808995,*Shaun,11/17/2019 12:50:00 PM,11/17/2019 12:50:00 PM,600 Blackberry Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico,*Shaun,12/01/2019 11:33:00 AM,12/01/2019 11:33:00 AM,08/21/2019,Cat,Intact Female,3 months,Domestic Shorthair,Calico,0.0
A764761,,01/05/2018 05:05:00 PM,01/05/2018 05:05:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Shih Tzu Mix,Cream,,01/09/2018 11:35:00 AM,01/09/2018 11:35:00 AM,01/05/2016,Dog,Spayed Female,2 years,Shih Tzu Mix,Cream,0.0
A681559,*Melody,06/18/2014 02:24:00 PM,06/18/2014 02:24:00 PM,13006 Garfield Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie/White,*Melody,07/04/2014 02:38:00 PM,07/04/2014 02:38:00 PM,04/07/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White,0.0
A668347,,12/02/2013 03:50:00 PM,12/02/2013 03:50:00 PM,14100 Joyce in Leander (TX),Stray,Normal,Dog,Intact Male,1 month,Australian Shepherd Mix,Black/Tricolor,,12/03/2013 02:39:00 PM,12/03/2013 02:39:00 PM,10/15/2013,Dog,Intact Male,1 month,Australian Shepherd Mix,Black/Tricolor,0.0
A806156,Roxanne,10/06/2019 02:28:00 PM,10/06/2019 02:28:00 PM,Webberville And Fort Branch in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Miniature Schnauzer,Gray/Black,Roxanne,10/08/2019 11:57:00 AM,10/08/2019 11:57:00 AM,01/07/2012,Dog,Spayed Female,7 years,Miniature Schnauzer,Gray/Black,0.0
A642394,Leo,05/04/2016 04:41:00 PM,05/04/2016 04:41:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,Leo,05/17/2016 11:27:00 AM,05/17/2016 11:27:00 AM,09/23/2012,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,0.0
A682473,,06/28/2014 12:30:00 PM,06/28/2014 12:30:00 PM,8911 Trone Circle in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Black/White,,07/02/2014 05:07:00 PM,07/02/2014 05:07:00 PM,08/28/2013,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White,0.0
A765515,*Pirate,01/21/2018 05:26:00 PM,01/21/2018 05:26:00 PM,12034 Research in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,*Pirate,02/14/2018 07:33:00 PM,02/14/2018 07:33:00 PM,01/21/2016,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,0.0
A686861,,08/28/2014 09:49:00 AM,08/28/2014 09:49:00 AM,9901 Big Boggy Trl in Austin (TX),Stray,Sick,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby,,08/28/2014 10:17:00 AM,08/28/2014 10:17:00 AM,08/28/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby,1.0
A684475,Daisy,07/24/2014 12:27:00 PM,07/24/2014 12:27:00 PM,2308 Wirtz Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,White/Black,Daisy,08/05/2014 11:15:00 AM,08/05/2014 11:15:00 AM,06/01/2005,Cat,Spayed Female,9 years,Domestic Shorthair Mix,White/Black,0.0
A810964,,12/23/2019 05:19:00 PM,12/23/2019 05:19:00 PM,1421 Fairfield Drive in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,12/23/2019 06:16:00 PM,12/23/2019 06:16:00 PM,12/23/2018,Other,Unknown,1 year,Bat,Brown,1.0
A782653,,10/19/2018 11:16:00 AM,10/19/2018 11:16:00 AM,Research Blvd in Austin (TX),Public Assist,Sick,Bird,Unknown,2 years,Pigeon Mix,White,,10/19/2018 12:54:00 PM,10/19/2018 12:54:00 PM,10/19/2016,Bird,Unknown,2 years,Pigeon Mix,White,1.0
A744201,Titus,11/04/2017 11:14:00 AM,11/04/2017 11:14:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 months,German Shepherd Mix,Sable/White,Titus,11/09/2017 12:12:00 PM,11/09/2017 12:12:00 PM,12/25/2016,Dog,Neutered Male,10 months,German Shepherd Mix,Sable/White,0.0
A674305,Aspen,07/15/2014 05:42:00 PM,07/15/2014 05:42:00 PM,Hyside And Manor in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Siberian Husky Mix,White/Black,Aspen,07/25/2014 07:11:00 PM,07/25/2014 07:11:00 PM,03/11/2010,Dog,Neutered Male,4 years,Siberian Husky Mix,White/Black,0.0
A798878,,07/01/2019 03:43:00 PM,07/01/2019 03:43:00 PM,4600 Nuckols Crossing in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black,,07/05/2019 06:33:00 PM,07/05/2019 06:33:00 PM,07/01/2017,Cat,Unknown,2 years,Domestic Shorthair,Black,0.0
A791457,*Inky,03/23/2019 01:04:00 PM,03/23/2019 01:04:00 PM,833 Fairfield Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black/White,*Inky,06/18/2019 11:50:00 AM,06/18/2019 11:50:00 AM,03/25/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A800418,Walter,07/20/2019 04:11:00 PM,07/20/2019 04:11:00 PM,7013 Miranda Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier,White/Tricolor,Walter,07/24/2019 04:15:00 PM,07/24/2019 04:15:00 PM,07/20/2017,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tricolor,0.0
A772083,*Leo,05/14/2018 02:52:00 PM,05/14/2018 02:52:00 PM,Pleasant Valley in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,*Leo,06/30/2018 11:05:00 AM,06/30/2018 11:05:00 AM,04/17/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A767399,*Molly,02/28/2018 01:01:00 PM,02/28/2018 01:01:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,*Molly,03/17/2018 06:06:00 PM,03/17/2018 06:06:00 PM,02/28/2015,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,0.0
A785881,Rosco,12/11/2018 07:39:00 PM,12/11/2018 07:39:00 PM,Hudson Bend in Travis (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Border Collie/Australian Cattle Dog,Brown Brindle/White,Rosco,12/12/2018 02:24:00 PM,12/12/2018 02:24:00 PM,12/11/2012,Dog,Neutered Male,6 years,Border Collie/Australian Cattle Dog,Brown Brindle/White,0.0
A665608,,10/20/2013 11:37:00 AM,10/20/2013 11:37:00 AM,Briardale Dr/Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,,10/20/2013 02:59:00 PM,10/20/2013 02:59:00 PM,09/28/2013,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A693460,Max,12/08/2014 01:58:00 PM,12/08/2014 01:58:00 PM,Rochester & Weatherford Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund Mix,Cream,Max,12/09/2014 05:34:00 PM,12/09/2014 05:34:00 PM,12/08/2012,Dog,Neutered Male,2 years,Dachshund Mix,Cream,0.0
A805214,,09/24/2019 11:19:00 AM,09/24/2019 11:19:00 AM,8705 Colonial Drive in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,,09/28/2019 07:18:00 PM,09/28/2019 07:18:00 PM,09/24/2018,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,0.0
A729357,Abby,06/17/2016 02:48:00 AM,06/17/2016 02:48:00 AM,1215 W Slaughter #525 in Austin (TX),Public Assist,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Orange Tabby,Abby,07/09/2016 05:31:00 PM,07/09/2016 05:31:00 PM,06/17/2008,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Orange Tabby,0.0
A687474,,09/04/2014 12:25:00 PM,09/04/2014 12:25:00 PM,16403 Summit in Travis (TX),Stray,Sick,Dog,Intact Female,4 weeks,Pit Bull Mix,Black,,09/06/2014 02:07:00 PM,09/06/2014 02:07:00 PM,08/01/2014,Dog,Intact Female,1 month,Pit Bull Mix,Black,0.0
A690944,Camilla,10/28/2014 01:16:00 PM,10/28/2014 01:16:00 PM,Wheless Ln & Dorchester Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White,Camilla,10/29/2014 02:22:00 PM,10/29/2014 02:22:00 PM,10/28/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White,0.0
A684061,Coco,09/09/2014 11:16:00 AM,09/09/2014 11:16:00 AM,Sweeny And Coventry Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Tricolor,Coco,09/10/2014 06:29:00 PM,09/10/2014 06:29:00 PM,07/18/2012,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Tricolor,0.0
A755767,Maggie,08/08/2017 04:06:00 PM,08/08/2017 04:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,11 years,Domestic Longhair Mix,Black,Maggie,08/21/2017 12:47:00 PM,08/21/2017 12:47:00 PM,08/08/2006,Cat,Spayed Female,11 years,Domestic Longhair Mix,Black,0.0
A682172,,06/25/2014 11:11:00 AM,06/25/2014 11:11:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby,,06/27/2014 04:52:00 PM,06/27/2014 04:52:00 PM,03/25/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby,0.0
A752668,Leah,06/25/2017 04:47:00 PM,06/25/2017 04:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,Leah,06/28/2017 05:20:00 PM,06/28/2017 05:20:00 PM,06/25/2015,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,0.0
A669659,Frank,12/24/2013 01:37:00 PM,12/24/2013 01:37:00 PM,1714 Meander in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,Frank,12/26/2013 04:11:00 PM,12/26/2013 04:11:00 PM,12/24/2009,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,0.0
A687852,Gavin,09/12/2014 05:05:00 PM,09/12/2014 05:05:00 PM,4419 Bellvue Ave 1/2 in Austin (TX),Public Assist,Normal,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue,Gavin,09/13/2014 12:28:00 PM,09/13/2014 12:28:00 PM,03/12/2014,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue,0.0
A710541,*Alex,08/24/2015 01:25:00 PM,08/24/2015 01:25:00 PM,12151 N Ih35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue/White,*Alex,10/17/2015 02:43:00 PM,10/17/2015 02:43:00 PM,08/14/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0.0
A760484,*Will,10/18/2017 04:59:00 PM,10/18/2017 04:59:00 PM,6003 Eureka Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Will,11/25/2017 12:56:00 PM,11/25/2017 12:56:00 PM,09/10/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A740772,Gibbs,12/22/2016 03:21:00 PM,12/22/2016 03:21:00 PM,3611 Leafield in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Cream Tabby/White,Gibbs,01/28/2017 06:50:00 PM,01/28/2017 06:50:00 PM,12/22/2011,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Cream Tabby/White,0.0
A799131,*Porthos,07/05/2019 12:59:00 PM,07/05/2019 12:59:00 PM,7500 South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Tricolor,*Porthos,07/31/2019 01:41:00 PM,07/31/2019 01:41:00 PM,05/21/2019,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor,0.0
A807051,Hydo,10/20/2019 11:11:00 AM,10/20/2019 11:11:00 AM,8500 Mayview Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,Blue/White,Hydo,10/20/2019 02:17:00 PM,10/20/2019 02:17:00 PM,10/20/2016,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,Blue/White,0.0
A672886,Boy Named Su,02/18/2014 11:51:00 AM,02/18/2014 11:51:00 AM,10007 Woodhaven Ave. in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black,Boy Named Su,02/26/2014 05:07:00 PM,02/26/2014 05:07:00 PM,02/18/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black,0.0
A711134,Brownie,09/02/2015 01:55:00 PM,09/02/2015 01:55:00 PM,13229 Coomes Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund Mix,Brown,Brownie,09/03/2015 06:21:00 PM,09/03/2015 06:21:00 PM,09/02/2013,Dog,Neutered Male,2 years,Dachshund Mix,Brown,0.0
A671411,Jojo,01/23/2014 05:12:00 PM,01/23/2014 05:12:00 PM,44Th And Rosedale in Austin (TX),Stray,Normal,Cat,Spayed Female,16 years,Domestic Shorthair Mix,Calico,Jojo,03/15/2014 01:31:00 PM,03/15/2014 01:31:00 PM,01/24/1998,Cat,Spayed Female,16 years,Domestic Shorthair Mix,Calico,0.0
A691239,Skippy,11/01/2014 10:46:00 AM,11/01/2014 10:46:00 AM,12424 Copperfield Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dachshund Mix,Black,Skippy,11/05/2014 05:00:00 PM,11/05/2014 05:00:00 PM,01/01/2014,Dog,Neutered Male,10 months,Dachshund Mix,Black,0.0
A764748,*Koko,01/05/2018 02:47:00 PM,01/05/2018 02:47:00 PM,5613 Porter St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Snowshoe Mix,Lynx Point/White,*Koko,02/05/2018 04:40:00 PM,02/05/2018 04:40:00 PM,11/20/2017,Cat,Neutered Male,2 months,Snowshoe Mix,Lynx Point/White,0.0
A713216,Sylvester,10/04/2015 11:46:00 AM,10/04/2015 11:46:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White,Sylvester,12/26/2015 03:57:00 PM,12/26/2015 03:57:00 PM,02/14/2012,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White,0.0
A769757,Miss Muffet,04/09/2018 05:48:00 PM,04/09/2018 05:48:00 PM,Rutland Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Shih Tzu Mix,White/Tricolor,Miss Muffet,04/12/2018 12:50:00 PM,04/12/2018 12:50:00 PM,04/09/2017,Dog,Intact Female,1 year,Shih Tzu Mix,White/Tricolor,0.0
A810207,,12/09/2019 10:44:00 AM,12/09/2019 10:44:00 AM,8200 Research Boulevard in Austin (TX),Stray,Nursing,Dog,Intact Male,1 weeks,Pit Bull Mix,Brown Brindle,,01/02/2020 02:00:00 PM,01/02/2020 02:00:00 PM,11/30/2019,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown Brindle,0.0
A674511,Lady,04/30/2014 04:15:00 PM,04/30/2014 04:15:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Siberian Husky,Gray/White,Lady,05/09/2014 08:57:00 AM,05/09/2014 08:57:00 AM,03/14/2012,Dog,Spayed Female,2 years,Siberian Husky,Gray/White,1.0
A788493,,02/03/2019 03:15:00 PM,02/03/2019 03:15:00 PM,Spicewood Springs Road in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream,,02/07/2019 01:12:00 PM,02/07/2019 01:12:00 PM,04/03/2018,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream,0.0
A766675,Roxy,02/14/2018 11:58:00 AM,02/14/2018 11:58:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Lynx Point/White,Roxy,02/18/2018 04:04:00 PM,02/18/2018 04:04:00 PM,02/14/2007,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Lynx Point/White,0.0
A706141,,06/25/2015 12:42:00 PM,06/25/2015 12:42:00 PM,S Congress Ave & Woodward St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White,,06/25/2015 06:43:00 PM,06/25/2015 06:43:00 PM,05/25/2015,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White,0.0
A756668,,08/23/2017 02:55:00 PM,08/23/2017 02:55:00 PM,3800 Quick Hill Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,,08/27/2017 05:56:00 PM,08/27/2017 05:56:00 PM,04/23/2017,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,0.0
A693641,,12/12/2014 11:04:00 AM,12/12/2014 11:04:00 AM,3600 Hycreek in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Tan,,12/16/2014 06:49:00 PM,12/16/2014 06:49:00 PM,12/12/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan,0.0
A801970,,08/12/2019 02:02:00 PM,08/12/2019 02:02:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White,,08/30/2019 02:36:00 PM,08/30/2019 02:36:00 PM,07/27/2019,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White,0.0
A705928,,06/22/2015 04:11:00 PM,06/22/2015 04:11:00 PM,14725 Irondale Dr in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Red,,06/23/2015 10:04:00 AM,06/23/2015 10:04:00 AM,05/22/2015,Other,Unknown,4 weeks,Bat,Red,1.0
A728395,Russel,06/03/2016 03:26:00 PM,06/03/2016 03:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Cardigan Welsh Corgi/Jack Russell Terrier,Tan/White,Russel,06/04/2016 12:00:00 AM,06/04/2016 12:00:00 AM,06/03/2012,Dog,Neutered Male,4 years,Cardigan Welsh Corgi/Jack Russell Terrier,Tan/White,0.0
A711110,*Flummery,09/02/2015 11:21:00 AM,09/02/2015 11:21:00 AM,4001 Prairie Ln in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,*Flummery,10/22/2015 10:09:00 AM,10/22/2015 10:09:00 AM,08/11/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A793725,,04/29/2019 11:13:00 AM,04/29/2019 11:13:00 AM,5205 Hudson Bend Rd in Austin (TX),Stray,Nursing,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby,,04/29/2019 02:43:00 PM,04/29/2019 02:43:00 PM,04/22/2019,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby,0.0
A726540,*Nicolo,05/11/2016 12:50:00 PM,05/11/2016 12:50:00 PM,7101 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Catahoula Mix,Brown Brindle,*Nicolo,07/09/2016 03:00:00 PM,07/09/2016 03:00:00 PM,05/11/2016,Dog,Neutered Male,1 month,Catahoula Mix,Brown Brindle,0.0
A732674,,08/11/2016 04:16:00 PM,08/11/2016 04:16:00 PM,6301 Thirlmare in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Brown,,08/12/2016 09:27:00 AM,08/12/2016 09:27:00 AM,08/11/2014,Other,Unknown,2 years,Bat Mix,Brown,1.0
A803415,,08/31/2019 06:29:00 PM,08/31/2019 06:29:00 PM,Highway 290 And Blue Goose Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,,09/07/2019 05:19:00 PM,09/07/2019 05:19:00 PM,08/31/2018,Dog,Spayed Female,1 year,Chihuahua Shorthair,Tan/White,0.0
A748941,*Aoi,05/08/2017 05:31:00 PM,05/08/2017 05:31:00 PM,W Parmer Ln & Scofield Farms Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Russian Blue Mix,Blue Tabby,*Aoi,08/17/2017 11:04:00 AM,08/17/2017 11:04:00 AM,04/08/2017,Cat,Spayed Female,4 months,Russian Blue Mix,Blue Tabby,0.0
A736915,,10/19/2016 12:26:00 PM,10/19/2016 12:26:00 PM,Braker And Mopac in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black,,10/21/2016 11:54:00 AM,10/21/2016 11:54:00 AM,10/19/2014,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black,0.0
A808767,*Hardy,11/13/2019 03:08:00 PM,11/13/2019 03:08:00 PM,6403 Hartwick Pl in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Australian Cattle Dog,White/Brown,*Hardy,11/19/2019 05:34:00 PM,11/19/2019 05:34:00 PM,06/13/2019,Dog,Spayed Female,5 months,Australian Cattle Dog,White/Brown,0.0
A744505,,03/02/2017 12:02:00 PM,03/02/2017 12:02:00 PM,2136 Rutland Dr E in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,03/03/2017 08:28:00 AM,03/03/2017 08:28:00 AM,03/02/2015,Other,Unknown,2 years,Bat Mix,Brown,1.0
A741444,Bella,01/02/2017 01:24:00 PM,01/02/2017 01:24:00 PM,N Lamar Blvd & Research Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan,Bella,01/09/2017 06:14:00 PM,01/09/2017 06:14:00 PM,01/02/2015,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan,0.0
A677592,,04/26/2014 04:28:00 PM,04/26/2014 04:28:00 PM,6101 Perlita in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black Tabby,,04/26/2014 05:03:00 PM,04/26/2014 05:03:00 PM,04/19/2014,Cat,Unknown,1 week,Domestic Shorthair Mix,Black Tabby,0.0
A654191,Zorro,05/07/2014 08:47:00 PM,05/07/2014 08:47:00 PM,6401 North Hampton Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,American Bulldog Mix,White/Tan,Zorro,05/12/2014 06:01:00 PM,05/12/2014 06:01:00 PM,05/18/2004,Dog,Neutered Male,9 years,American Bulldog Mix,White/Tan,0.0
A664550,*Bubbles,10/05/2013 03:40:00 PM,10/05/2013 03:40:00 PM,Austin (TX),Stray,Nursing,Dog,Intact Male,4 days,Chinese Sharpei Mix,White/Brown Brindle,*Bubbles,11/30/2013 09:36:00 AM,11/30/2013 09:36:00 AM,10/01/2013,Dog,Neutered Male,1 month,Chinese Sharpei Mix,White/Brown Brindle,0.0
A737140,*Kirk,10/22/2016 04:11:00 PM,10/22/2016 04:11:00 PM,E Ben White Blvd & W Ben White Blvd & S Congress Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Brown/Black,*Kirk,10/28/2016 04:18:00 PM,10/28/2016 04:18:00 PM,09/07/2016,Dog,Intact Male,1 month,German Shepherd Mix,Brown/Black,0.0
A707041,*Willis,07/07/2015 11:14:00 AM,07/07/2015 11:14:00 AM,1005 W 34Th St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Willis,08/02/2015 05:10:00 PM,08/02/2015 05:10:00 PM,05/07/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A788786,Willy,02/08/2019 06:13:00 PM,02/08/2019 06:13:00 PM,Rockridge in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,Black/White,Willy,02/12/2019 04:03:00 PM,02/12/2019 04:03:00 PM,02/08/2017,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White,0.0
A775903,Pie,07/06/2018 04:43:00 PM,07/06/2018 04:43:00 PM,12612 N Lamar Blvd in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Carolina Dog Mix,Red,Pie,01/07/2019 12:00:00 AM,01/07/2019 12:00:00 AM,07/06/2016,Dog,Spayed Female,2 years,Carolina Dog Mix,Red,0.0
A670850,*Tom,01/15/2014 10:41:00 AM,01/15/2014 10:41:00 AM,10114 S Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chinese Sharpei Mix,Red/Cream,*Tom,01/26/2014 06:04:00 PM,01/26/2014 06:04:00 PM,01/15/2013,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Red/Cream,0.0
